Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2021,Unemployed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,325
2021,Unemployed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,135
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 25-29,"1,056"
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 30-34,144
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 35-39,123
2021,Unemployed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 50-54,152
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 25-29,419
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 30-34,242
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 40-44,987
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 55-59,"2,912"
2021,Unemployed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 60-64,114
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 25-29,639
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 45-49,"1,028"
2021,Unemployed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,305
2021,Unemployed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,134
2021,Unemployed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,27
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 30-34,195
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 35-39,436
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 30-34,175
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 35-39,49
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 50-54,258
2021,Unemployed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 40-44,908
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 30-34,332
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 35-39,"7,605"
2021,Unemployed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 65-69,41
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 25-29,866
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 30-34,539
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 35-39,"2,522"
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 40-44,"8,177"
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 45-49,"1,832"
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 50-54,65
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 60-64,243
2021,Unemployed,Black ONLY,Female,Computer and mathematical sciences,Ages 65-69,74
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"1,132"
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"2,319"
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"1,158"
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"1,783"
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,297
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,565
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,920
2021,Unemployed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"1,206"
2021,Unemployed,Black ONLY,Female,Physical and related sciences,Ages 45-49,"2,517"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 24 or younger,878
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 25-29,"7,206"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 30-34,"4,925"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 35-39,"3,194"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 40-44,"2,621"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 45-49,864
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 50-54,"5,597"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 55-59,587
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 60-64,"4,759"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 65-69,"2,208"
2021,Unemployed,Black ONLY,Female,Social and related sciences,Ages 70-75,"3,456"
2021,Unemployed,Black ONLY,Female,Engineering,Ages 25-29,480
2021,Unemployed,Black ONLY,Female,Engineering,Ages 30-34,185
2021,Unemployed,Black ONLY,Female,Engineering,Ages 35-39,20
2021,Unemployed,Black ONLY,Female,Engineering,Ages 55-59,38
2021,Unemployed,Black ONLY,Female,Engineering,Ages 60-64,251
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 24 or younger,438
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 25-29,"4,747"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 30-34,"6,403"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 35-39,"1,080"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 40-44,"1,142"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 45-49,"4,395"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 50-54,"3,648"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 55-59,19
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 60-64,533
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 65-69,"6,451"
2021,Unemployed,Black ONLY,Female,S&E-Related Fields,Ages 70-75,"3,219"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 24 or younger,"3,099"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 25-29,"27,394"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 30-34,"30,477"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 35-39,"12,893"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 40-44,"26,706"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 45-49,"14,035"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 50-54,"20,770"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 55-59,"28,906"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 60-64,"7,389"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 65-69,"9,270"
2021,Unemployed,Black ONLY,Female,Non-S&E Fields,Ages 70-75,102
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 25-29,"2,904"
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 30-34,223
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 35-39,"1,328"
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 40-44,"2,680"
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 45-49,616
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 50-54,613
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 55-59,"1,450"
2021,Unemployed,Black ONLY,Male,Computer and mathematical sciences,Ages 60-64,564
2021,Unemployed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"1,574"
2021,Unemployed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,771
2021,Unemployed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,53
2021,Unemployed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,457
2021,Unemployed,Black ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,32
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 25-29,"1,179"
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 30-34,190
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 35-39,45
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 40-44,582
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 45-49,643
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 60-64,398
2021,Unemployed,Black ONLY,Male,Physical and related sciences,Ages 65-69,51
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 24 or younger,412
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 25-29,"4,781"
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 30-34,"3,038"
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 35-39,800
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 40-44,938
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 45-49,"1,377"
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 50-54,973
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 55-59,"2,206"
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 60-64,"5,186"
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 65-69,26
2021,Unemployed,Black ONLY,Male,Social and related sciences,Ages 70-75,446
2021,Unemployed,Black ONLY,Male,Engineering,Ages 25-29,621
2021,Unemployed,Black ONLY,Male,Engineering,Ages 30-34,457
2021,Unemployed,Black ONLY,Male,Engineering,Ages 35-39,35
2021,Unemployed,Black ONLY,Male,Engineering,Ages 40-44,"6,229"
2021,Unemployed,Black ONLY,Male,Engineering,Ages 45-49,833
2021,Unemployed,Black ONLY,Male,Engineering,Ages 50-54,188
2021,Unemployed,Black ONLY,Male,Engineering,Ages 55-59,780
2021,Unemployed,Black ONLY,Male,Engineering,Ages 60-64,128
2021,Unemployed,Black ONLY,Male,Engineering,Ages 65-69,515
2021,Unemployed,Black ONLY,Male,Engineering,Ages 70-75,51
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 24 or younger,502
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 25-29,393
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 30-34,"1,212"
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 40-44,"3,592"
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 45-49,"1,106"
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 50-54,"1,105"
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 55-59,337
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 60-64,125
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 65-69,546
2021,Unemployed,Black ONLY,Male,S&E-Related Fields,Ages 70-75,"2,945"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 25-29,"9,932"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 30-34,"9,890"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 35-39,"13,454"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 40-44,"9,468"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 45-49,"14,324"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 50-54,"11,876"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 55-59,448
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 60-64,"13,586"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 65-69,"2,467"
2021,Unemployed,Black ONLY,Male,Non-S&E Fields,Ages 70-75,405
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 25-29,"2,106"
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 30-34,350
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 35-39,487
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 40-44,427
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 45-49,"1,696"
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 50-54,855
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 55-59,"4,843"
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 60-64,777
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 65-69,"1,713"
2021,Unemployed,White ONLY,Female,Computer and mathematical sciences,Ages 70-75,15
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"1,901"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"8,603"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"7,626"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"3,401"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"1,956"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"1,151"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"4,168"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,750
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"5,510"
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,180
2021,Unemployed,White ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 70-75,368
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 25-29,59
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 30-34,792
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 35-39,281
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 40-44,575
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 45-49,33
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 55-59,887
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 60-64,137
2021,Unemployed,White ONLY,Female,Physical and related sciences,Ages 65-69,25
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 24 or younger,"16,031"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 25-29,"22,089"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 30-34,"26,964"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 35-39,"10,529"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 40-44,"25,922"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 45-49,"13,365"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 50-54,"14,286"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 55-59,"12,929"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 60-64,"17,169"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 65-69,"15,312"
2021,Unemployed,White ONLY,Female,Social and related sciences,Ages 70-75,"7,947"
2021,Unemployed,White ONLY,Female,Engineering,Ages 24 or younger,900
2021,Unemployed,White ONLY,Female,Engineering,Ages 25-29,"6,467"
2021,Unemployed,White ONLY,Female,Engineering,Ages 30-34,"5,582"
2021,Unemployed,White ONLY,Female,Engineering,Ages 35-39,368
2021,Unemployed,White ONLY,Female,Engineering,Ages 40-44,"1,122"
2021,Unemployed,White ONLY,Female,Engineering,Ages 45-49,845
2021,Unemployed,White ONLY,Female,Engineering,Ages 50-54,"1,537"
2021,Unemployed,White ONLY,Female,Engineering,Ages 55-59,"2,616"
2021,Unemployed,White ONLY,Female,Engineering,Ages 60-64,170
2021,Unemployed,White ONLY,Female,Engineering,Ages 65-69,502
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 24 or younger,"2,066"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 25-29,"20,124"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 30-34,"19,578"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 35-39,"3,004"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 40-44,"8,795"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 45-49,"5,400"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 50-54,"18,850"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 55-59,"7,014"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 60-64,"10,751"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 65-69,"12,067"
2021,Unemployed,White ONLY,Female,S&E-Related Fields,Ages 70-75,"3,582"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 24 or younger,"71,384"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 25-29,"65,697"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 30-34,"127,854"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 35-39,"81,909"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 40-44,"58,970"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 45-49,"69,459"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 50-54,"23,353"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 55-59,"74,581"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 60-64,"37,054"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 65-69,"31,695"
2021,Unemployed,White ONLY,Female,Non-S&E Fields,Ages 70-75,"13,249"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,707
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 25-29,"20,589"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 30-34,"4,899"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 35-39,"11,877"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 40-44,"2,869"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 45-49,"8,105"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 50-54,"2,435"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 55-59,"8,116"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 60-64,"7,967"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 65-69,"4,001"
2021,Unemployed,White ONLY,Male,Computer and mathematical sciences,Ages 70-75,"1,209"
2021,Unemployed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"5,571"
2021,Unemployed,White ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"5,023"
